t,goodput,throttled,offered,type,name
872.890092, 27, 4, 31, server, server
872.890092, 2, 149, 2, client, client_0_150.00
872.890092, 12, 138, 12, client, client_1_150.00
872.890092, 12, 135, 15, client, client_2_150.00
872.890092, 1, 8, 2, client, client_3_10.00
873.894505, 31, 4, 35, server, server
873.894505, 4, 146, 4, client, client_0_150.00
873.894505, 11, 138, 13, client, client_1_150.00
873.894505, 14, 136, 14, client, client_2_150.00
873.894505, 2, 6, 4, client, client_3_10.00
874.895024, 30, 6, 36, server, server
874.895024, 3, 147, 3, client, client_0_150.00
874.895024, 11, 135, 15, client, client_1_150.00
874.895024, 13, 136, 15, client, client_2_150.00
874.895024, 3, 7, 3, client, client_3_10.00
875.896758, 30, 4, 34, server, server
875.896758, 1, 149, 2, client, client_0_150.00
875.896758, 14, 135, 15, client, client_1_150.00
875.896758, 14, 134, 16, client, client_2_150.00
875.896758, 1, 9, 1, client, client_3_10.00
876.901172, 30, 4, 34, server, server
876.901172, 3, 147, 3, client, client_0_150.00
876.901172, 12, 138, 13, client, client_1_150.00
876.901172, 11, 136, 14, client, client_2_150.00
876.901172, 4, 6, 4, client, client_3_10.00
877.901690, 31, 6, 37, server, server
877.901690, 5, 145, 5, client, client_0_150.00
877.901690, 11, 137, 13, client, client_1_150.00
877.901690, 11, 136, 15, client, client_2_150.00
877.901690, 4, 6, 4, client, client_3_10.00
878.903425, 31, 4, 35, server, server
878.903425, 4, 146, 5, client, client_0_150.00
878.903425, 13, 136, 14, client, client_1_150.00
878.903425, 10, 138, 12, client, client_2_150.00
878.903425, 4, 6, 4, client, client_3_10.00
879.907838, 29, 5, 34, server, server
879.907838, 2, 148, 2, client, client_0_150.00
879.907838, 13, 137, 14, client, client_1_150.00
879.907838, 13, 133, 17, client, client_2_150.00
879.907838, 1, 9, 1, client, client_3_10.00
880.908357, 30, 5, 35, server, server
880.908357, 2, 148, 2, client, client_0_150.00
880.908357, 13, 136, 14, client, client_1_150.00
880.908357, 13, 135, 16, client, client_2_150.00
880.908357, 2, 7, 3, client, client_3_10.00
881.910091, 29, 5, 34, server, server
881.910091, 4, 146, 5, client, client_0_150.00
881.910091, 11, 137, 13, client, client_1_150.00
881.910091, 11, 137, 13, client, client_2_150.00
881.910091, 3, 7, 3, client, client_3_10.00
882.914504, 28, 5, 33, server, server
882.914504, 1, 149, 1, client, client_0_150.00
882.914504, 14, 137, 14, client, client_1_150.00
882.914504, 13, 132, 18, client, client_2_150.00
882.914504, 0, 10, 0, client, client_3_10.00
883.915023, 33, 4, 37, server, server
883.915023, 4, 145, 5, client, client_0_150.00
883.915023, 12, 136, 14, client, client_1_150.00
883.915023, 16, 134, 17, client, client_2_150.00
883.915023, 1, 9, 1, client, client_3_10.00
884.916757, 29, 5, 34, server, server
884.916757, 5, 146, 5, client, client_0_150.00
884.916757, 10, 138, 12, client, client_1_150.00
884.916757, 8, 139, 11, client, client_2_150.00
884.916757, 6, 4, 6, client, client_3_10.00
885.921171, 33, 5, 38, server, server
885.921171, 6, 143, 7, client, client_0_150.00
885.921171, 10, 139, 12, client, client_1_150.00
885.921171, 11, 138, 12, client, client_2_150.00
885.921171, 6, 3, 7, client, client_3_10.00
886.921689, 29, 5, 34, server, server
886.921689, 1, 149, 1, client, client_0_150.00
886.921689, 13, 135, 15, client, client_1_150.00
886.921689, 14, 134, 17, client, client_2_150.00
886.921689, 1, 9, 1, client, client_3_10.00
887.923424, 26, 5, 31, server, server
887.923424, 3, 147, 4, client, client_0_150.00
887.923424, 11, 139, 11, client, client_1_150.00
887.923424, 8, 138, 12, client, client_2_150.00
887.923424, 4, 6, 4, client, client_3_10.00
888.927837, 34, 5, 39, server, server
888.927837, 3, 147, 3, client, client_0_150.00
888.927837, 14, 135, 16, client, client_1_150.00
888.927837, 14, 133, 17, client, client_2_150.00
888.927837, 3, 7, 3, client, client_3_10.00
889.928356, 31, 4, 35, server, server
889.928356, 1, 148, 2, client, client_0_150.00
889.928356, 14, 136, 14, client, client_1_150.00
889.928356, 15, 133, 18, client, client_2_150.00
889.928356, 1, 9, 1, client, client_3_10.00
890.930090, 29, 5, 34, server, server
890.930090, 4, 147, 4, client, client_0_150.00
890.930090, 12, 137, 13, client, client_1_150.00
890.930090, 11, 135, 15, client, client_2_150.00
890.930090, 2, 8, 2, client, client_3_10.00
891.934503, 30, 4, 34, server, server
891.934503, 3, 147, 3, client, client_0_150.00
891.934503, 12, 137, 14, client, client_1_150.00
891.934503, 14, 135, 15, client, client_2_150.00
891.934503, 1, 8, 2, client, client_3_10.00
892.935022, 28, 5, 33, server, server
892.935022, 3, 146, 4, client, client_0_150.00
892.935022, 11, 138, 12, client, client_1_150.00
892.935022, 10, 138, 13, client, client_2_150.00
892.935022, 4, 6, 4, client, client_3_10.00
893.936757, 32, 5, 37, server, server
893.936757, 3, 148, 3, client, client_0_150.00
893.936757, 12, 135, 15, client, client_1_150.00
893.936757, 13, 135, 15, client, client_2_150.00
893.936757, 4, 6, 4, client, client_3_10.00
894.941170, 28, 4, 32, server, server
894.941170, 7, 142, 8, client, client_0_150.00
894.941170, 8, 142, 9, client, client_1_150.00
894.941170, 7, 142, 8, client, client_2_150.00
894.941170, 6, 3, 7, client, client_3_10.00
895.941689, 31, 6, 37, server, server
895.941689, 4, 146, 4, client, client_0_150.00
895.941689, 13, 137, 13, client, client_1_150.00
895.941689, 11, 136, 15, client, client_2_150.00
895.941689, 3, 5, 5, client, client_3_10.00
896.943423, 31, 4, 35, server, server
896.943423, 5, 146, 5, client, client_0_150.00
896.943423, 11, 138, 12, client, client_1_150.00
896.943423, 14, 133, 17, client, client_2_150.00
896.943423, 1, 9, 1, client, client_3_10.00
897.947836, 31, 4, 35, server, server
897.947836, 1, 148, 2, client, client_0_150.00
897.947836, 14, 135, 16, client, client_1_150.00
897.947836, 16, 134, 16, client, client_2_150.00
897.947836, 0, 9, 1, client, client_3_10.00
898.948355, 29, 5, 34, server, server
898.948355, 4, 146, 4, client, client_0_150.00
898.948355, 9, 138, 12, client, client_1_150.00
898.948355, 12, 137, 14, client, client_2_150.00
898.948355, 4, 6, 4, client, client_3_10.00
899.950089, 31, 5, 36, server, server
899.950089, 7, 144, 7, client, client_0_150.00
899.950089, 9, 139, 11, client, client_1_150.00
899.950089, 9, 139, 11, client, client_2_150.00
899.950089, 6, 3, 7, client, client_3_10.00
900.954503, 30, 91, 121, server, server
900.954503, 6, 115, 35, client, client_0_150.00
900.954503, 12, 111, 40, client, client_1_150.00
900.954503, 11, 107, 43, client, client_2_150.00
900.954503, 1, 7, 3, client, client_3_10.00
901.955021, 29, 4, 33, server, server
901.955021, 8, 142, 8, client, client_0_150.00
901.955021, 10, 137, 13, client, client_1_150.00
901.955021, 10, 140, 11, client, client_2_150.00
901.955021, 1, 9, 1, client, client_3_10.00
902.956756, 29, 3, 32, server, server
902.956756, 5, 145, 6, client, client_0_150.00
902.956756, 14, 135, 15, client, client_1_150.00
902.956756, 10, 139, 11, client, client_2_150.00
902.956756, 0, 10, 0, client, client_3_10.00
903.961169, 31, 4, 35, server, server
903.961169, 9, 141, 9, client, client_0_150.00
903.961169, 12, 136, 15, client, client_1_150.00
903.961169, 10, 139, 11, client, client_2_150.00
903.961169, 0, 10, 0, client, client_3_10.00
904.961688, 31, 3, 34, server, server
904.961688, 8, 141, 9, client, client_0_150.00
904.961688, 13, 136, 14, client, client_1_150.00
904.961688, 10, 140, 11, client, client_2_150.00
904.961688, 0, 10, 0, client, client_3_10.00
905.963422, 27, 5, 32, server, server
905.963422, 6, 142, 9, client, client_0_150.00
905.963422, 11, 138, 12, client, client_1_150.00
905.963422, 10, 139, 11, client, client_2_150.00
905.963422, 0, 10, 0, client, client_3_10.00
906.967835, 33, 2, 35, server, server
906.967835, 13, 136, 14, client, client_0_150.00
906.967835, 9, 141, 10, client, client_1_150.00
906.967835, 11, 139, 11, client, client_2_150.00
906.967835, 0, 10, 0, client, client_3_10.00
907.968354, 30, 4, 34, server, server
907.968354, 8, 139, 11, client, client_0_150.00
907.968354, 11, 139, 11, client, client_1_150.00
907.968354, 11, 139, 12, client, client_2_150.00
907.968354, 0, 10, 0, client, client_3_10.00
908.970088, 28, 4, 32, server, server
908.970088, 8, 141, 10, client, client_0_150.00
908.970088, 11, 138, 12, client, client_1_150.00
908.970088, 9, 140, 10, client, client_2_150.00
908.970088, 0, 10, 0, client, client_3_10.00
909.974502, 27, 3, 30, server, server
909.974502, 8, 141, 9, client, client_0_150.00
909.974502, 10, 140, 11, client, client_1_150.00
909.974502, 9, 140, 10, client, client_2_150.00
909.974502, 0, 10, 0, client, client_3_10.00
910.975020, 35, 4, 39, server, server
910.975020, 8, 142, 8, client, client_0_150.00
910.975020, 16, 132, 18, client, client_1_150.00
910.975020, 11, 138, 13, client, client_2_150.00
910.975020, 0, 10, 0, client, client_3_10.00
911.976755, 29, 4, 33, server, server
911.976755, 6, 142, 9, client, client_0_150.00
911.976755, 12, 137, 13, client, client_1_150.00
911.976755, 11, 139, 11, client, client_2_150.00
911.976755, 0, 10, 0, client, client_3_10.00
912.981168, 31, 3, 34, server, server
912.981168, 7, 142, 8, client, client_0_150.00
912.981168, 14, 137, 14, client, client_1_150.00
912.981168, 10, 138, 12, client, client_2_150.00
912.981168, 0, 10, 0, client, client_3_10.00
913.981687, 31, 4, 35, server, server
913.981687, 4, 144, 6, client, client_0_150.00
913.981687, 15, 133, 17, client, client_1_150.00
913.981687, 12, 139, 12, client, client_2_150.00
913.981687, 0, 10, 0, client, client_3_10.00
914.982367, 29, 4, 33, server, server
914.982367, 8, 141, 9, client, client_0_150.00
914.982367, 12, 137, 13, client, client_1_150.00
914.982367, 9, 139, 11, client, client_2_150.00
914.982367, 0, 11, 0, client, client_3_10.00
915.983421, 30, 3, 33, server, server
915.983421, 6, 144, 7, client, client_0_150.00
915.983421, 14, 135, 15, client, client_1_150.00
915.983421, 10, 139, 11, client, client_2_150.00
915.983421, 0, 10, 0, client, client_3_10.00
916.987834, 29, 5, 34, server, server
916.987834, 8, 140, 10, client, client_0_150.00
916.987834, 10, 139, 12, client, client_1_150.00
916.987834, 11, 138, 12, client, client_2_150.00
916.987834, 0, 10, 0, client, client_3_10.00
917.988353, 30, 2, 32, server, server
917.988353, 9, 140, 10, client, client_0_150.00
917.988353, 11, 139, 11, client, client_1_150.00
917.988353, 10, 140, 11, client, client_2_150.00
917.988353, 0, 10, 0, client, client_3_10.00
918.990087, 32, 4, 36, server, server
918.990087, 9, 142, 9, client, client_0_150.00
918.990087, 13, 135, 15, client, client_1_150.00
918.990087, 10, 138, 12, client, client_2_150.00
918.990087, 0, 10, 0, client, client_3_10.00
919.994501, 24, 4, 28, server, server
919.994501, 6, 143, 7, client, client_0_150.00
919.994501, 9, 139, 12, client, client_1_150.00
919.994501, 9, 141, 9, client, client_2_150.00
919.994501, 0, 10, 0, client, client_3_10.00
920.995019, 36, 3, 39, server, server
920.995019, 9, 141, 9, client, client_0_150.00
920.995019, 15, 133, 17, client, client_1_150.00
920.995019, 12, 138, 13, client, client_2_150.00
920.995019, 0, 10, 0, client, client_3_10.00
921.996754, 30, 3, 33, server, server
921.996754, 6, 144, 7, client, client_0_150.00
921.996754, 13, 135, 15, client, client_1_150.00
921.996754, 11, 139, 11, client, client_2_150.00
921.996754, 0, 10, 0, client, client_3_10.00
923.001167, 29, 4, 33, server, server
923.001167, 8, 139, 11, client, client_0_150.00
923.001167, 11, 139, 12, client, client_1_150.00
923.001167, 10, 140, 10, client, client_2_150.00
923.001167, 0, 10, 0, client, client_3_10.00
924.001686, 31, 4, 35, server, server
924.001686, 7, 140, 10, client, client_0_150.00
924.001686, 13, 137, 13, client, client_1_150.00
924.001686, 11, 139, 12, client, client_2_150.00
924.001686, 0, 10, 0, client, client_3_10.00
925.003420, 29, 4, 33, server, server
925.003420, 6, 145, 6, client, client_0_150.00
925.003420, 13, 133, 17, client, client_1_150.00
925.003420, 10, 140, 10, client, client_2_150.00
925.003420, 0, 10, 0, client, client_3_10.00
926.007833, 30, 3, 33, server, server
926.007833, 8, 140, 10, client, client_0_150.00
926.007833, 11, 139, 12, client, client_1_150.00
926.007833, 11, 139, 11, client, client_2_150.00
926.007833, 0, 10, 0, client, client_3_10.00
927.008352, 31, 4, 35, server, server
927.008352, 7, 143, 7, client, client_0_150.00
927.008352, 14, 134, 16, client, client_1_150.00
927.008352, 10, 139, 12, client, client_2_150.00
927.008352, 0, 10, 0, client, client_3_10.00
928.010086, 29, 3, 32, server, server
928.010086, 9, 141, 10, client, client_0_150.00
928.010086, 11, 139, 11, client, client_1_150.00
928.010086, 9, 139, 11, client, client_2_150.00
928.010086, 0, 10, 0, client, client_3_10.00
929.014500, 30, 4, 34, server, server
929.014500, 8, 138, 12, client, client_0_150.00
929.014500, 11, 140, 11, client, client_1_150.00
929.014500, 11, 139, 11, client, client_2_150.00
929.014500, 0, 10, 0, client, client_3_10.00
930.015018, 29, 4, 33, server, server
930.015018, 5, 143, 7, client, client_0_150.00
930.015018, 14, 135, 15, client, client_1_150.00
930.015018, 10, 140, 11, client, client_2_150.00
930.015018, 0, 10, 0, client, client_3_10.00
931.016753, 32, 3, 35, server, server
931.016753, 11, 140, 11, client, client_0_150.00
931.016753, 11, 138, 12, client, client_1_150.00
931.016753, 10, 138, 12, client, client_2_150.00
931.016753, 0, 10, 0, client, client_3_10.00
932.021166, 24, 4, 28, server, server
932.021166, 3, 145, 5, client, client_0_150.00
932.021166, 12, 137, 14, client, client_1_150.00
932.021166, 9, 141, 9, client, client_2_150.00
932.021166, 0, 10, 0, client, client_3_10.00
933.021685, 37, 4, 41, server, server
933.021685, 8, 142, 8, client, client_0_150.00
933.021685, 18, 132, 18, client, client_1_150.00
933.021685, 11, 136, 15, client, client_2_150.00
933.021685, 0, 10, 0, client, client_3_10.00
934.023419, 30, 3, 33, server, server
934.023419, 9, 139, 12, client, client_0_150.00
934.023419, 10, 140, 10, client, client_1_150.00
934.023419, 11, 139, 11, client, client_2_150.00
934.023419, 0, 10, 0, client, client_3_10.00
935.027832, 30, 3, 33, server, server
935.027832, 6, 142, 8, client, client_0_150.00
935.027832, 13, 137, 14, client, client_1_150.00
935.027832, 11, 139, 11, client, client_2_150.00
935.027832, 0, 10, 0, client, client_3_10.00
936.028351, 27, 4, 31, server, server
936.028351, 6, 142, 8, client, client_0_150.00
936.028351, 11, 137, 13, client, client_1_150.00
936.028351, 10, 141, 10, client, client_2_150.00
936.028351, 0, 10, 0, client, client_3_10.00
937.030086, 30, 4, 34, server, server
937.030086, 9, 140, 11, client, client_0_150.00
937.030086, 11, 138, 12, client, client_1_150.00
937.030086, 10, 139, 11, client, client_2_150.00
937.030086, 0, 10, 0, client, client_3_10.00
938.034499, 33, 3, 36, server, server
938.034499, 10, 140, 10, client, client_0_150.00
938.034499, 13, 138, 13, client, client_1_150.00
938.034499, 10, 137, 13, client, client_2_150.00
938.034499, 0, 10, 0, client, client_3_10.00
939.035018, 29, 4, 33, server, server
939.035018, 6, 141, 9, client, client_0_150.00
939.035018, 12, 137, 13, client, client_1_150.00
939.035018, 11, 140, 11, client, client_2_150.00
939.035018, 0, 10, 0, client, client_3_10.00
940.036752, 31, 4, 35, server, server
940.036752, 6, 143, 8, client, client_0_150.00
940.036752, 14, 134, 16, client, client_1_150.00
940.036752, 11, 139, 11, client, client_2_150.00
940.036752, 0, 10, 0, client, client_3_10.00
941.041165, 29, 4, 33, server, server
941.041165, 3, 145, 5, client, client_0_150.00
941.041165, 15, 134, 17, client, client_1_150.00
941.041165, 11, 139, 11, client, client_2_150.00
941.041165, 0, 10, 0, client, client_3_10.00
942.041684, 30, 3, 33, server, server
942.041684, 9, 141, 9, client, client_0_150.00
942.041684, 11, 137, 13, client, client_1_150.00
942.041684, 10, 140, 11, client, client_2_150.00
942.041684, 0, 10, 0, client, client_3_10.00
943.043418, 24, 4, 28, server, server
943.043418, 5, 145, 6, client, client_0_150.00
943.043418, 11, 137, 13, client, client_1_150.00
943.043418, 8, 141, 9, client, client_2_150.00
943.043418, 0, 10, 0, client, client_3_10.00
944.047832, 36, 3, 39, server, server
944.047832, 11, 137, 13, client, client_0_150.00
944.047832, 12, 138, 13, client, client_1_150.00
944.047832, 13, 137, 13, client, client_2_150.00
944.047832, 0, 10, 0, client, client_3_10.00
945.048350, 30, 4, 34, server, server
945.048350, 8, 140, 10, client, client_0_150.00
945.048350, 13, 137, 13, client, client_1_150.00
945.048350, 9, 140, 11, client, client_2_150.00
945.048350, 0, 10, 0, client, client_3_10.00
946.050085, 32, 3, 35, server, server
946.050085, 6, 143, 8, client, client_0_150.00
946.050085, 14, 135, 15, client, client_1_150.00
946.050085, 12, 138, 12, client, client_2_150.00
946.050085, 0, 10, 0, client, client_3_10.00
947.054498, 30, 4, 34, server, server
947.054498, 7, 141, 9, client, client_0_150.00
947.054498, 13, 138, 13, client, client_1_150.00
947.054498, 10, 138, 12, client, client_2_150.00
947.054498, 0, 10, 0, client, client_3_10.00
948.055017, 29, 4, 33, server, server
948.055017, 8, 142, 8, client, client_0_150.00
948.055017, 11, 136, 14, client, client_1_150.00
948.055017, 10, 140, 11, client, client_2_150.00
948.055017, 0, 10, 0, client, client_3_10.00
949.056751, 31, 3, 34, server, server
949.056751, 7, 144, 7, client, client_0_150.00
949.056751, 14, 134, 16, client, client_1_150.00
949.056751, 10, 139, 11, client, client_2_150.00
949.056751, 0, 10, 0, client, client_3_10.00
950.061164, 29, 4, 33, server, server
950.061164, 7, 141, 9, client, client_0_150.00
950.061164, 12, 137, 14, client, client_1_150.00
950.061164, 10, 140, 10, client, client_2_150.00
950.061164, 0, 10, 0, client, client_3_10.00
951.061683, 31, 4, 35, server, server
951.061683, 7, 141, 9, client, client_0_150.00
951.061683, 13, 136, 14, client, client_1_150.00
951.061683, 11, 139, 12, client, client_2_150.00
951.061683, 0, 10, 0, client, client_3_10.00
952.063417, 29, 3, 32, server, server
952.063417, 9, 141, 10, client, client_0_150.00
952.063417, 10, 138, 12, client, client_1_150.00
952.063417, 10, 140, 10, client, client_2_150.00
952.063417, 0, 10, 0, client, client_3_10.00
953.067831, 30, 4, 34, server, server
953.067831, 6, 141, 9, client, client_0_150.00
953.067831, 13, 137, 14, client, client_1_150.00
953.067831, 11, 139, 11, client, client_2_150.00
953.067831, 0, 10, 0, client, client_3_10.00
954.068349, 31, 3, 34, server, server
954.068349, 9, 140, 10, client, client_0_150.00
954.068349, 11, 137, 13, client, client_1_150.00
954.068349, 11, 140, 11, client, client_2_150.00
954.068349, 0, 10, 0, client, client_3_10.00
955.070084, 28, 4, 32, server, server
955.070084, 5, 145, 6, client, client_0_150.00
955.070084, 13, 135, 15, client, client_1_150.00
955.070084, 10, 139, 11, client, client_2_150.00
955.070084, 0, 10, 0, client, client_3_10.00
956.074497, 31, 3, 34, server, server
956.074497, 7, 143, 7, client, client_0_150.00
956.074497, 14, 135, 16, client, client_1_150.00
956.074497, 10, 139, 11, client, client_2_150.00
956.074497, 0, 10, 0, client, client_3_10.00
957.075016, 30, 4, 34, server, server
957.075016, 7, 142, 8, client, client_0_150.00
957.075016, 12, 135, 15, client, client_1_150.00
957.075016, 11, 140, 11, client, client_2_150.00
957.075016, 0, 10, 0, client, client_3_10.00
958.076750, 32, 3, 35, server, server
958.076750, 5, 146, 5, client, client_0_150.00
958.076750, 17, 132, 18, client, client_1_150.00
958.076750, 10, 138, 12, client, client_2_150.00
958.076750, 0, 10, 0, client, client_3_10.00
959.081163, 29, 4, 33, server, server
959.081163, 8, 142, 8, client, client_0_150.00
959.081163, 11, 137, 14, client, client_1_150.00
959.081163, 10, 139, 11, client, client_2_150.00
959.081163, 0, 10, 0, client, client_3_10.00
960.081682, 31, 17, 48, server, server
960.081682, 10, 133, 17, client, client_0_150.00
960.081682, 10, 137, 13, client, client_1_150.00
960.081682, 11, 133, 18, client, client_2_150.00
960.081682, 0, 10, 0, client, client_3_10.00
961.082367, 29, 94, 123, server, server
961.082367, 8, 100, 50, client, client_0_150.00
961.082367, 7, 138, 12, client, client_1_150.00
961.082367, 9, 98, 52, client, client_2_150.00
961.082367, 5, 2, 9, client, client_3_10.00
962.083416, 31, 8, 39, server, server
962.083416, 5, 145, 6, client, client_0_150.00
962.083416, 9, 135, 15, client, client_1_150.00
962.083416, 8, 142, 8, client, client_2_150.00
962.083416, 9, 0, 10, client, client_3_10.00
963.087830, 26, 5, 31, server, server
963.087830, 2, 146, 4, client, client_0_150.00
963.087830, 10, 139, 12, client, client_1_150.00
963.087830, 7, 142, 8, client, client_2_150.00
963.087830, 7, 3, 7, client, client_3_10.00
964.088348, 29, 5, 34, server, server
964.088348, 2, 147, 3, client, client_0_150.00
964.088348, 16, 133, 17, client, client_1_150.00
964.088348, 11, 138, 13, client, client_2_150.00
964.088348, 0, 9, 1, client, client_3_10.00
965.090083, 33, 5, 38, server, server
965.090083, 4, 145, 6, client, client_0_150.00
965.090083, 16, 132, 18, client, client_1_150.00
965.090083, 10, 139, 11, client, client_2_150.00
965.090083, 3, 7, 3, client, client_3_10.00
966.094496, 33, 5, 38, server, server
966.094496, 7, 141, 9, client, client_0_150.00
966.094496, 15, 135, 16, client, client_1_150.00
966.094496, 6, 143, 7, client, client_2_150.00
966.094496, 5, 4, 6, client, client_3_10.00
967.095015, 29, 6, 35, server, server
967.095015, 9, 140, 10, client, client_0_150.00
967.095015, 12, 134, 16, client, client_1_150.00
967.095015, 4, 146, 5, client, client_2_150.00
967.095015, 4, 6, 4, client, client_3_10.00
968.096749, 30, 6, 36, server, server
968.096749, 7, 144, 7, client, client_0_150.00
968.096749, 13, 132, 18, client, client_1_150.00
968.096749, 7, 143, 7, client, client_2_150.00
968.096749, 3, 6, 4, client, client_3_10.00
969.101162, 28, 5, 33, server, server
969.101162, 9, 141, 9, client, client_0_150.00
969.101162, 10, 136, 15, client, client_1_150.00
969.101162, 4, 146, 4, client, client_2_150.00
969.101162, 5, 5, 5, client, client_3_10.00
970.101681, 29, 6, 35, server, server
970.101681, 7, 143, 7, client, client_0_150.00
970.101681, 13, 134, 16, client, client_1_150.00
970.101681, 6, 144, 7, client, client_2_150.00
970.101681, 3, 5, 5, client, client_3_10.00
971.103415, 31, 4, 35, server, server
971.103415, 5, 146, 5, client, client_0_150.00
971.103415, 13, 134, 16, client, client_1_150.00
971.103415, 10, 139, 11, client, client_2_150.00
971.103415, 3, 7, 3, client, client_3_10.00
972.107829, 33, 4, 37, server, server
972.107829, 8, 142, 8, client, client_0_150.00
972.107829, 10, 140, 11, client, client_1_150.00
972.107829, 11, 136, 14, client, client_2_150.00
972.107829, 4, 6, 4, client, client_3_10.00
973.108348, 28, 4, 32, server, server
973.108348, 6, 143, 7, client, client_0_150.00
973.108348, 9, 140, 10, client, client_1_150.00
973.108348, 10, 140, 11, client, client_2_150.00
973.108348, 3, 6, 4, client, client_3_10.00
974.110082, 30, 4, 34, server, server
974.110082, 7, 143, 8, client, client_0_150.00
974.110082, 9, 140, 10, client, client_1_150.00
974.110082, 11, 138, 12, client, client_2_150.00
974.110082, 3, 6, 4, client, client_3_10.00
975.114495, 31, 5, 36, server, server
975.114495, 12, 136, 14, client, client_0_150.00
975.114495, 7, 141, 10, client, client_1_150.00
975.114495, 5, 145, 5, client, client_2_150.00
975.114495, 7, 3, 7, client, client_3_10.00
976.115014, 29, 4, 33, server, server
976.115014, 8, 142, 8, client, client_0_150.00
976.115014, 9, 140, 10, client, client_1_150.00
976.115014, 8, 140, 11, client, client_2_150.00
976.115014, 4, 6, 4, client, client_3_10.00
977.116748, 32, 4, 36, server, server
977.116748, 3, 147, 4, client, client_0_150.00
977.116748, 9, 139, 11, client, client_1_150.00
977.116748, 17, 132, 18, client, client_2_150.00
977.116748, 3, 7, 3, client, client_3_10.00
978.121161, 28, 4, 32, server, server
978.121161, 6, 143, 7, client, client_0_150.00
978.121161, 9, 141, 10, client, client_1_150.00
978.121161, 12, 138, 12, client, client_2_150.00
978.121161, 1, 7, 3, client, client_3_10.00
979.121680, 33, 4, 37, server, server
979.121680, 11, 137, 13, client, client_0_150.00
979.121680, 9, 140, 10, client, client_1_150.00
979.121680, 6, 144, 7, client, client_2_150.00
979.121680, 7, 3, 7, client, client_3_10.00
980.123415, 26, 4, 30, server, server
980.123415, 3, 147, 4, client, client_0_150.00
980.123415, 9, 141, 9, client, client_1_150.00
980.123415, 12, 135, 15, client, client_2_150.00
980.123415, 2, 8, 2, client, client_3_10.00
981.127828, 32, 4, 36, server, server
981.127828, 9, 141, 9, client, client_0_150.00
981.127828, 7, 140, 11, client, client_1_150.00
981.127828, 10, 140, 10, client, client_2_150.00
981.127828, 6, 4, 6, client, client_3_10.00
982.128347, 26, 4, 30, server, server
982.128347, 5, 144, 6, client, client_0_150.00
982.128347, 7, 141, 9, client, client_1_150.00
982.128347, 12, 138, 13, client, client_2_150.00
982.128347, 2, 8, 2, client, client_3_10.00
983.130081, 34, 5, 39, server, server
983.130081, 9, 141, 10, client, client_0_150.00
983.130081, 10, 138, 12, client, client_1_150.00
983.130081, 9, 139, 11, client, client_2_150.00
983.130081, 6, 4, 6, client, client_3_10.00
984.134494, 27, 3, 30, server, server
984.134494, 9, 140, 10, client, client_0_150.00
984.134494, 8, 143, 8, client, client_1_150.00
984.134494, 5, 143, 7, client, client_2_150.00
984.134494, 5, 5, 5, client, client_3_10.00
985.135013, 34, 5, 39, server, server
985.135013, 10, 139, 11, client, client_0_150.00
985.135013, 9, 139, 11, client, client_1_150.00
985.135013, 10, 140, 11, client, client_2_150.00
985.135013, 5, 4, 6, client, client_3_10.00
986.136747, 31, 4, 35, server, server
986.136747, 11, 140, 11, client, client_0_150.00
986.136747, 8, 140, 10, client, client_1_150.00
986.136747, 6, 142, 8, client, client_2_150.00
986.136747, 6, 4, 6, client, client_3_10.00
987.141161, 28, 4, 32, server, server
987.141161, 4, 146, 4, client, client_0_150.00
987.141161, 8, 140, 11, client, client_1_150.00
987.141161, 14, 135, 15, client, client_2_150.00
987.141161, 2, 8, 2, client, client_3_10.00
988.141679, 28, 4, 32, server, server
988.141679, 8, 141, 9, client, client_0_150.00
988.141679, 8, 141, 9, client, client_1_150.00
988.141679, 8, 142, 9, client, client_2_150.00
988.141679, 4, 5, 5, client, client_3_10.00
989.143414, 33, 5, 38, server, server
989.143414, 11, 140, 11, client, client_0_150.00
989.143414, 9, 139, 11, client, client_1_150.00
989.143414, 8, 140, 10, client, client_2_150.00
989.143414, 5, 4, 6, client, client_3_10.00
990.147827, 30, 4, 34, server, server
990.147827, 8, 140, 10, client, client_0_150.00
990.147827, 9, 142, 9, client, client_1_150.00
990.147827, 9, 140, 10, client, client_2_150.00
990.147827, 4, 5, 5, client, client_3_10.00
991.148346, 30, 4, 34, server, server
991.148346, 10, 138, 12, client, client_0_150.00
991.148346, 8, 140, 10, client, client_1_150.00
991.148346, 6, 145, 6, client, client_2_150.00
991.148346, 6, 4, 6, client, client_3_10.00
992.150080, 31, 5, 36, server, server
992.150080, 9, 140, 11, client, client_0_150.00
992.150080, 8, 140, 10, client, client_1_150.00
992.150080, 9, 140, 10, client, client_2_150.00
992.150080, 5, 5, 5, client, client_3_10.00
993.154493, 30, 3, 33, server, server
993.154493, 8, 141, 9, client, client_0_150.00
993.154493, 9, 141, 10, client, client_1_150.00
993.154493, 9, 140, 10, client, client_2_150.00
993.154493, 4, 6, 4, client, client_3_10.00
994.155012, 31, 3, 34, server, server
994.155012, 4, 145, 5, client, client_0_150.00
994.155012, 10, 138, 12, client, client_1_150.00
994.155012, 15, 136, 15, client, client_2_150.00
994.155012, 2, 8, 2, client, client_3_10.00
995.156746, 28, 5, 33, server, server
995.156746, 6, 144, 7, client, client_0_150.00
995.156746, 8, 141, 9, client, client_1_150.00
